"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C12042695","Verify user can able to change the org from org selector","Adepu Anusha","8/18/2022 6:03 AM","","",""," New IIP Dashboard","Adepu Anusha","","High","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042696","Verify that the data is displayed without any delay after selecting the org from the org selector","Adepu Anusha","8/18/2022 6:03 AM","","",""," New IIP Dashboard","Adepu Anusha","","Medium","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042697","Verify user can able to change the org from org selector","Adepu Anusha","8/18/2022 6:04 AM","","",""," New IIP Dashboard","Adepu Anusha","","High","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042698","Verify that the data is displayed without any delay after selecting the org from the org selector","Adepu Anusha","8/18/2022 6:04 AM","","",""," New IIP Dashboard","Adepu Anusha","","Medium","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042699","Verify user can able to change the org from org selector","Adepu Anusha","8/18/2022 6:04 AM","","",""," New IIP Dashboard","Adepu Anusha","","High","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042700","Verify that the data is displayed without any delay after selecting the org from the org selector","Adepu Anusha","8/18/2022 6:04 AM","","",""," New IIP Dashboard","Adepu Anusha","","Medium","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042701","Verify that the data is displayed without any delay after selecting the org from the org selector","Adepu Anusha","8/18/2022 6:06 AM","","",""," New IIP Dashboard","Adepu Anusha","","Medium","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","Verify the following:      
                                     
1)User should not see any delay for data display after selecting the org from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042702","Verify user can able to change the org from org selector","Adepu Anusha","8/18/2022 6:06 AM","","",""," New IIP Dashboard","Adepu Anusha","","High","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","Verify the following:                                                    

1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042703","Verify user can able to change the org from org selector","Adepu Anusha","8/18/2022 6:13 AM","","",""," New IIP Dashboard","Adepu Anusha","","High","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:  
                                                  
1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","Verify the following:  
                                                  
1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C12042704","Verify user can able to change the org from org selector","Adepu Anusha","8/18/2022 6:17 AM","","",""," New IIP Dashboard","Adepu Anusha","","High","","4.30.1.0","Test Cases","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio
Expected Result:
Verify the following:  
                                                  
1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","Verify the following:  
                                                  
1)User can able to select the orgs from the drop down list in IIP/Studio from the org selector","","","1)Login to designer/studio                      

2)Navigate to the org selector dropdown in the IIP/Studio","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
